name,CO,effective_coordination,ss-coupling,dd-coupling,d_sp-coupling,sp_d-coupling,dBandCenter,WorkFunction,IonizationPotential,ElectronAffinity,Pauling,DeltaPauling,filling,center,sigma_c,skewness,kurtosis,AtomicRadius,OrbitalRadius
Pd3M-Ir,-1.010189,10.85710986,10.4159254,10.02950747,9.757385656,10.44141673,-1.83,5.9,8.34,0.56,2.2,2.2,0.91099597,-2.007594626,1.569579118,0.388043123,3.826793536,1.52,0.94
Pd3M-Au,-1.102411,9.592756679,10.52556928,9.931324766,9.9339536,10.27634671,-1.83,5.9,8.34,0.56,2.2,2.296920647,0.9220633,-1.615822789,1.43646114,0.146959906,4.384622644,1.52,0.94
Pd3M-Tl,-0.994924,15.34565938,10.62631304,6.766131442,10.0975335,7.065097155,-1.83,5.9,8.34,0.56,2.2,2.007013903,0.932823564,-1.744494691,1.450184953,-0.536605869,10.84218458,1.52,0.94
Pd3M-Pb,-0.896741,16.69211341,10.63385024,6.761716291,10.11346347,7.060121482,-1.83,5.9,8.34,0.56,2.2,2.238219385,0.934464556,-1.856560434,1.391370343,-0.020232426,7.860169938,1.52,0.94
Pd3M-Bi,-0.709752,16.02011805,10.66840329,6.759482978,10.17460776,7.05971004,-1.83,5.9,8.34,0.56,2.2,2.144377726,0.933832316,-2.109616413,1.467666657,-0.465119784,10.64946196,1.52,0.94
Ni3M-Sc,-1.767011,15.18180212,10.742532,14.08471669,10.29218226,14.26339669,-1.29,5.77,7.64,1.16,1.91,1.724983835,0.880287927,-1.088849783,1.290325462,1.165545924,5.996815613,1.38,0.71
Ni3M-Ti,-1.473667,12.89759842,10.62287926,12.64076031,10.10180262,12.85493441,-1.29,5.77,7.64,1.16,1.91,1.790521636,0.878033595,-1.337425294,1.362658812,0.842752806,5.146733277,1.38,0.71
Ni3M-V,-1.229238,11.46874128,10.6278191,11.91412187,10.11928282,12.10868256,-1.29,5.77,7.64,1.16,1.91,1.821292245,0.866931105,-1.595988479,1.403262941,0.742575758,4.967617089,1.38,0.71
Ni3M-Cr,-1.506821,10.53877252,10.58412568,11.08243514,10.03634205,11.36190886,-1.29,5.77,7.64,1.16,1.91,1.831284348,0.869552621,-1.386631051,1.38195384,0.682587526,4.995978289,1.38,0.71
Ni3M-Mn,-1.531861,11.32704637,10.61234353,10.80703484,10.07508764,11.09221069,-1.29,5.77,7.64,1.16,1.91,1.794001767,0.872117358,-1.260627302,1.370862032,0.628284691,5.170914876,1.38,0.71
Ni3M-Co,-1.319074,9.78430157,10.58977285,10.07454853,10.04172415,10.3728676,-1.29,5.77,7.64,1.16,1.91,1.900950078,0.867484063,-1.512367864,1.402938693,0.468415141,4.884401511,1.38,0.71
Ni3M-Cu,-1.407158,8.894552426,10.61158169,9.526332419,10.0735968,9.82102294,-1.29,5.77,7.64,1.16,1.91,1.906994486,0.869374291,-1.228559902,1.329445843,0.349954521,5.20249352,1.38,0.71
Ni3M-Zn,-1.388117,9.067246131,10.63195745,6.769567128,10.1053407,7.068851722,-1.29,5.77,7.64,1.16,1.91,1.827967796,0.881835465,-1.221898791,1.298388336,0.087386201,6.968432319,1.38,0.71
Ni3M-Ga,-1.401274,10.72237095,10.61349783,6.737660179,10.07493546,7.045625171,-1.29,5.77,7.64,1.16,1.91,1.879433352,0.879220238,-1.214192967,1.358780077,0.009108176,9.243454168,1.38,0.71
Ni3M-Zr,-1.519272,15.18788776,10.68281977,15.67422269,10.19493665,15.81298133,-1.29,5.77,7.64,1.16,1.91,1.713479249,0.876992311,-1.208323231,1.324731593,1.000594297,5.463867886,1.38,0.71
Ni3M-Nb,-0.89309,13.75425058,10.64453803,14.51650007,10.14463405,14.64830944,-1.29,5.77,7.64,1.16,1.91,1.811170567,0.869092753,-1.694257277,1.410880962,0.852421702,5.287046136,1.38,0.71
Ni3M-Mo,-1.00298,12.42890627,10.62656367,13.71106179,10.11096121,13.88864443,-1.29,5.77,7.64,1.16,1.91,1.981798441,0.864525048,-1.684302782,1.410736381,0.663802883,5.018535861,1.38,0.71
Ni3M-Ru,-1.26293,10.75131906,10.56336355,12.14103806,9.998512461,12.43941684,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.866299345,-1.446837003,1.382562042,0.392275289,4.8169994,1.38,0.71
Ni3M-Rh,-1.336125,9.969101889,10.61406144,11.77528638,10.08395607,12.04681192,-1.29,5.77,7.64,1.16,1.91,2.014205656,0.868289364,-1.405093456,1.373079778,0.34598995,4.842195873,1.38,0.71
Ni3M-Ag,-1.442138,10.20419673,10.75538402,11.38482042,10.33786966,11.53667636,-1.29,5.77,7.64,1.16,1.91,1.91597814,0.882752319,-1.210322077,1.26944748,0.074733609,6.327208727,1.38,0.71
Ni3M-In,-1.343125,13.05675117,10.77092647,7.252101467,10.35984794,7.385724285,-1.29,5.77,7.64,1.16,1.91,1.870033376,0.882659605,-1.111733616,1.286054379,-0.577796731,16.90513126,1.38,0.71
Ni3M-Sn,-1.237124,13.10168617,10.70624444,7.024427327,10.24239745,7.23608394,-1.29,5.77,7.64,1.16,1.91,1.924864569,0.884910383,-1.179596475,1.298921557,0.232037537,8.394630624,1.38,0.71
Ni3M-La,-1.697448,22.60191856,11.15421449,18.21055812,11.18029976,17.84320138,-1.29,5.77,7.64,1.16,1.91,1.618606062,0.883176255,-1.073575995,1.232466509,1.231845124,6.361233637,1.38,0.71
Ni3M-Ta,-0.817677,14.60581992,10.62356595,15.00424402,10.10905035,15.14482427,-1.29,5.77,7.64,1.16,1.91,1.776440782,0.868837815,-1.767806147,1.468539952,0.856019036,5.324233321,1.38,0.71
Ni3M-W,-0.787014,12.43192353,10.60393815,14.27391054,10.0743476,14.45659177,-1.29,5.77,7.64,1.16,1.91,2.035152501,0.863801438,-1.811564183,1.485843169,0.650527228,4.968923796,1.38,0.71
Ni3M-Re,-0.967467,12.49641204,10.59184653,13.5966244,10.05232456,13.80953274,-1.29,5.77,7.64,1.16,1.91,1.906994486,0.864446345,-1.741553313,1.497856663,0.446881248,4.726096928,1.38,0.71
Ni3M-Os,-1.076222,11.48607027,10.55367337,12.80030117,9.984724841,13.08676963,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.864705996,-1.561172322,1.46757793,0.275615784,4.747128161,1.38,0.71
Ni3M-Ir,-1.296423,10.33984869,10.52903672,12.24049201,9.941998423,12.57706824,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.864594873,-1.354537627,1.409949528,0.122258888,4.986921759,1.38,0.71
Ni3M-Pt,-1.328044,9.713353832,10.61415073,12.12903579,10.08655436,12.40510121,-1.29,5.77,7.64,1.16,1.91,2.014205656,0.870158361,-1.33667696,1.378663366,0.046692853,5.146369538,1.38,0.71
Ni3M-Au,-1.380402,9.636715415,10.70005723,12.14105907,10.24759872,12.32916876,-1.29,5.77,7.64,1.16,1.91,2.080527555,0.873209758,-1.214837472,1.322031411,-0.158489456,6.202369819,1.38,0.71
Ni3M-Tl,-1.232489,13.32428879,10.82950037,7.53326118,10.48592193,7.556787271,-1.29,5.77,7.64,1.16,1.91,1.817932951,0.887749655,-1.120799699,1.28510334,-0.658224456,14.91021731,1.38,0.71
Ni3M-Pb,-1.185398,14.27545914,10.84195347,7.607250826,10.51919051,7.59701049,-1.29,5.77,7.64,1.16,1.91,2.027356545,0.885226935,-1.111429915,1.239344302,0.128685334,9.858965903,1.38,0.71
Re3M-V,-1.708272,9.240248234,10.68301273,9.1473125,10.1818024,9.403302399,-0.51,5.88,7.88,0.15,1.9,1.814612098,0.591092408,-0.670733297,2.644308895,0.084976709,2.111227058,1.52,1.2
Re3M-Cr,-1.642274,8.960415891,10.73899502,8.979856449,10.28085214,9.205658632,-0.51,5.88,7.88,0.15,1.9,1.824567552,0.591341329,-0.732647056,2.715547953,0.049430115,2.080276984,1.52,1.2
Re3M-Mn,-1.589293,9.511375006,10.79725522,8.946737439,10.38464586,9.142289698,-0.51,5.88,7.88,0.15,1.9,1.787421716,0.587216374,-0.762922645,2.760487723,0.022935341,2.046531041,1.52,1.2
Re3M-Co,-1.697363,8.554246582,10.75755363,8.575941328,10.31151767,8.792464133,-0.51,5.88,7.88,0.15,1.9,1.893977762,0.590937906,-0.90280626,2.766507888,-0.020054568,2.069837774,1.52,1.2
Re3M-Ni,-1.661421,8.273878414,10.71834484,8.441701115,10.25518202,8.642954757,-0.51,5.88,7.88,0.15,1.9,1.90299449,0.589813888,-0.863844054,2.744646193,-0.06449966,2.087154863,1.52,1.2
Re3M-Cu,-1.481631,8.58524804,10.80515675,8.6116327,10.42805988,8.703891999,-0.51,5.88,7.88,0.15,1.9,1.9,0.590905356,-1.045499461,2.739805654,-0.100189594,2.12997005,1.52,1.2
Re3M-Mo,-1.657282,10.01413477,10.80639729,10.22387364,10.39210614,10.39210614,-0.51,5.88,7.88,0.15,1.9,1.974529588,0.587563624,-0.626894977,2.700590572,0.069228154,2.120244423,1.52,1.2
Re3M-Rh,-1.743316,9.02698431,10.85101157,9.604683249,10.48183344,9.721118461,-0.51,5.88,7.88,0.15,1.9,2.00681794,0.584648776,-0.851514533,2.775039607,-0.081996869,2.082666072,1.52,1.2
Re3M-Pd,-1.662265,8.88190315,10.86454137,9.651148328,10.55373544,9.654867816,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.588620126,-0.793917113,2.752346721,-0.143548346,2.106330136,1.52,1.2
Re3M-Ag,-1.433081,10.10293649,10.95966918,9.880846933,10.7652994,9.716632291,-0.51,5.88,7.88,0.15,1.9,1.908950703,0.590508149,-1.054890359,2.754152619,-0.165564911,2.204913705,1.52,1.2
Re3M-Ta,-1.827457,10.80872822,10.73759032,10.58784746,10.27471847,10.80820536,-0.51,5.88,7.88,0.15,1.9,1.769925141,0.592794854,-0.622583653,2.640328136,0.175501051,2.268137782,1.52,1.2
Re3M-W,-1.634671,9.695537059,10.73543156,10.32570121,10.27419436,10.54237313,-0.51,5.88,7.88,0.15,1.9,2.027687956,0.589721136,-0.658772721,2.729247839,0.087806254,2.186444617,1.52,1.2
Re3M-Os,-1.490851,9.801096253,10.87609996,10.13270393,10.51942902,10.24616755,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.593536194,-0.914825733,2.895078266,-0.049503191,2.097451368,1.52,1.2
Re3M-Ir,-1.703313,9.248288594,10.85076276,9.910696813,10.47881218,10.03267864,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.587102187,-0.925114345,2.86404161,-0.119841897,2.13169809,1.52,1.2
Re3M-Pt,-1.637318,9.333186426,10.86019389,9.994016676,10.55376284,9.991064981,-0.51,5.88,7.88,0.15,1.9,2.00681794,0.591085843,-0.837859067,2.838378459,-0.185884119,2.149950762,1.52,1.2
Rh3M-Sc,-1.697171,14.2791216,10.61391541,11.0415143,10.07927271,11.31704101,-1.73,5.91,7.46,1.14,2.28,1.952612501,0.8123719,-1.369952253,1.796424438,0.812221749,3.780389769,1.49,0.99
Rh3M-Ti,-1.703286,12.43180918,10.61148373,10.26665096,10.08794614,10.52838021,-1.73,5.91,7.46,1.14,2.28,2.026798663,0.807957885,-1.604240438,1.876136437,0.587221793,3.251282315,1.49,0.99
Rh3M-V,-1.645399,11.00429477,10.64938,9.87873198,10.16060262,10.1117988,-1.73,5.91,7.46,1.14,2.28,2.061629758,0.795216077,-1.757364886,1.952352035,0.473691248,3.049261791,1.49,0.99
Rh3M-Cr,-1.615599,9.810862007,10.54249767,9.227651258,9.967509134,9.558440773,-1.73,5.91,7.46,1.14,2.28,2.072940417,0.795632231,-1.72546554,1.948048718,0.465507016,3.119293476,1.49,0.99
Rh3M-Mn,-1.643585,10.25069292,10.49049167,8.940924046,9.882605199,9.303383372,-1.73,5.91,7.46,1.14,2.28,2.030738032,0.796374242,-1.657106956,1.929650705,0.427415223,3.184237336,1.49,0.99
Rh3M-Co,-1.615187,9.166082831,10.56587164,8.670156964,10.0061589,8.995040124,-1.73,5.91,7.46,1.14,2.28,2.15179923,0.79710329,-1.637073671,1.881946564,0.34017486,3.180854758,1.49,0.99
Rh3M-Ni,-1.640948,8.531022031,10.53856343,8.425104108,9.955304699,8.767001198,-1.73,5.91,7.46,1.14,2.28,2.162043378,0.794249345,-1.627646865,1.865820288,0.33229225,3.208639309,1.49,0.99
Rh3M-Cu,-1.682717,8.273813428,10.54994428,8.298613521,9.971421704,8.635252854,-1.73,5.91,7.46,1.14,2.28,2.158641257,0.796936502,-1.500211512,1.817667882,0.315530736,3.314564433,1.49,0.99
Rh3M-Zn,-1.548859,8.359365421,10.57111518,6.621467498,10.00813952,6.960627518,-1.73,5.91,7.46,1.14,2.28,2.069186214,0.81185986,-1.488331284,1.796072893,0.18696695,3.821376659,1.49,0.99
Rh3M-Ga,-1.409096,10.13075034,10.59817149,6.673620875,10.0511921,6.99928798,-1.73,5.91,7.46,1.14,2.28,2.127443159,0.812535389,-1.537798778,1.874310238,0.100200725,4.578919109,1.49,0.99
Rh3M-Y,-1.788954,17.67854987,10.67418243,13.02921385,10.17711222,13.26321344,-1.73,5.91,7.46,1.14,2.28,1.890002341,0.806698955,-1.196816255,1.722330136,1.021248876,4.39732825,1.49,0.99
Rh3M-Zr,-1.780943,13.92428634,10.58981447,11.93277461,10.04304561,12.20485818,-1.73,5.91,7.46,1.14,2.28,1.939589772,0.805116162,-1.414016231,1.855655371,0.778906275,3.59278916,1.49,0.99
Rh3M-Nb,-1.719169,12.70985527,10.61503413,11.35376083,10.09438001,11.58464432,-1.73,5.91,7.46,1.14,2.28,2.050172424,0.79751449,-1.628877045,1.94176649,0.541684541,3.060109074,1.49,0.99
Rh3M-Mo,-1.49075,11.72368753,10.64773536,11.03033699,10.15543214,11.23132676,-1.73,5.91,7.46,1.14,2.28,2.243316333,0.790528232,-1.787179817,1.978987035,0.418796124,2.937748825,1.49,0.99
Rh3M-Ru,-1.604015,10.02484806,10.57723339,9.997285036,10.02113802,10.30466917,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.791668937,-1.766993388,1.910939783,0.313461255,3.034299411,1.49,0.99
Rh3M-Pd,-1.781109,8.138777716,10.58020553,9.482480394,10.02187814,9.796441525,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.791283427,-1.531997679,1.796764361,0.200892824,3.234115921,1.49,0.99
Rh3M-Ag,-1.772616,9.205222317,10.65010184,9.426362547,10.13627122,9.693753487,-1.73,5.91,7.46,1.14,2.28,2.168810392,0.795683139,-1.383649923,1.741508716,0.170034939,3.633860947,1.49,0.99
Rh3M-In,-1.442491,11.89455341,10.66077652,6.840220194,10.1496507,7.121910376,-1.73,5.91,7.46,1.14,2.28,2.116802762,0.809478463,-1.400375669,1.776290201,-0.320465285,7.873599769,1.49,0.99
Rh3M-Ta,-1.72431,13.38540358,10.61884365,11.68775721,10.09879599,11.91388733,-1.73,5.91,7.46,1.14,2.28,2.010859701,0.798142813,-1.636261721,2.015118482,0.555485261,3.120763394,1.49,0.99
Rh3M-W,-1.450554,11.66276341,10.62921708,11.40069255,10.12961305,11.59060947,-1.73,5.91,7.46,1.14,2.28,2.303710988,0.793177838,-1.831421431,2.070805037,0.404942271,2.928269297,1.49,0.99
Rh3M-Re,-1.338942,11.75048479,10.64125521,11.02512251,10.14740102,11.22495799,-1.73,5.91,7.46,1.14,2.28,2.158641257,0.790733652,-1.968708128,2.094621496,0.318451475,2.866717846,1.49,0.99
Rh3M-Ir,-1.62149,9.555084453,10.55870102,10.0895048,9.988231577,10.41229968,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.788052952,-1.761755427,1.960627176,0.175495438,3.053922038,1.49,0.99
Rh3M-Pt,-1.749287,8.784506135,10.55828877,9.891436206,9.986696361,10.2173559,-1.73,5.91,7.46,1.14,2.28,2.28,0.790266349,-1.619276947,1.878594599,0.102102712,3.226991059,1.49,0.99
Rh3M-Au,-1.749918,8.621358414,10.60719586,9.878470529,10.07226857,10.16382459,-1.73,5.91,7.46,1.14,2.28,2.355073729,0.792208836,-1.437128888,1.797928392,0.036213535,3.595676517,1.49,0.99
Rh3M-Tl,-1.392399,11.95048215,10.69706724,6.991882973,10.21063969,7.227528866,-1.73,5.91,7.46,1.14,2.28,2.057827171,0.809624825,-1.353434038,1.771754735,-0.387105124,7.110161237,1.49,0.99
Ir3M-Sc,-1.910275,13.55293258,10.62691466,10.52986721,10.09858574,10.80640702,-2.11,6.63,9.1,1.57,2.2,1.904397265,0.786732696,-1.601762577,2.19490975,0.539762749,3.149752,1.5,1.08
Ir3M-Ti,-1.977789,11.89084617,10.63872517,9.875534796,10.13173835,10.13173835,-2.11,6.63,9.1,1.57,2.2,1.976751572,0.785540236,-1.833083348,2.295356138,0.380876696,2.787855237,1.5,1.08
Ir3M-Ni,-1.842761,8.299260193,10.55561271,8.235828779,9.981960352,8.569358008,-2.11,6.63,9.1,1.57,2.2,2.108656732,0.772219554,-1.969387998,2.306804076,0.169120644,2.734154918,1.5,1.08
Ir3M-Cu,-1.869845,8.09635731,10.57400324,8.127237623,10.01258602,8.454532586,-2.11,6.63,9.1,1.57,2.2,2.105338619,0.774685136,-1.844645799,2.252898949,0.166101898,2.793486611,1.5,1.08
Ir3M-Zn,-1.733965,8.10837577,10.57006647,6.622485147,10.00544111,6.961835963,-2.11,6.63,9.1,1.57,2.2,2.01809246,0.787689827,-1.80182975,2.206696766,0.083345566,3.071822186,1.5,1.08
Ir3M-Ga,-1.729303,9.814710514,10.62191857,6.722470221,10.08848443,7.036131204,-2.11,6.63,9.1,1.57,2.2,2.074910885,0.791655349,-1.855033743,2.298199899,0.02486268,3.491095704,1.5,1.08
Ir3M-Y,-1.981155,16.89641291,10.71872569,12.35000873,10.24333128,12.57187455,-2.11,6.63,9.1,1.57,2.2,1.843333118,0.786357466,-1.464647239,2.085173536,0.666363439,3.519239576,1.5,1.08
Ir3M-Zr,-2.040725,13.47717106,10.65315085,11.43328294,10.14395056,11.6730296,-2.11,6.63,9.1,1.57,2.2,1.891696102,0.783861628,-1.621928877,2.246245166,0.533996565,3.039794069,1.5,1.08
Ir3M-Nb,-1.845207,12.33545463,10.67383753,10.9248406,10.19341041,11.12336846,-2.11,6.63,9.1,1.57,2.2,1.999548172,0.777213492,-1.835676143,2.350685763,0.363152656,2.67515638,1.5,1.08
Ir3M-Mo,-1.581226,11.23781338,10.67205443,10.54411626,10.19492267,10.74681552,-2.11,6.63,9.1,1.57,2.2,2.18792284,0.769928186,-2.050642685,2.39904352,0.280835727,2.589119181,1.5,1.08
Ir3M-Ru,-1.780476,9.708756338,10.61150964,9.655535252,10.0756777,9.948296667,-2.11,6.63,9.1,1.57,2.2,2.2,0.767160775,-2.035151122,2.3474043,0.163340493,2.594280227,1.5,1.08
Ir3M-Rh,-1.819049,8.885610489,10.58639481,9.346749149,10.0311787,9.659999742,-2.11,6.63,9.1,1.57,2.2,2.223700689,0.769774329,-2.017752111,2.313034168,0.119670276,2.655907566,1.5,1.08
Ir3M-Pd,-1.988553,7.943121758,10.58349587,9.143693908,10.02571197,9.45884125,-2.11,6.63,9.1,1.57,2.2,2.2,0.771377893,-1.866215721,2.226090734,0.078027306,2.734820351,1.5,1.08
Ir3M-Ag,-2.009812,8.970828309,10.65257843,9.114182994,10.13758642,9.383468797,-2.11,6.63,9.1,1.57,2.2,2.115256651,0.768103615,-1.68668871,2.162844499,0.056557231,2.929267992,1.5,1.08
Ir3M-La,-1.968108,18.96982445,10.81351507,12.55864224,10.42295778,12.69403611,-2.11,6.63,9.1,1.57,2.2,1.786955272,0.788375703,-1.42962098,2.015551668,0.586326281,3.84851158,1.5,1.08
Ir3M-Ta,-1.852168,12.90025419,10.65804561,11.18588945,10.16751804,11.38726683,-2.11,6.63,9.1,1.57,2.2,1.961206185,0.777366787,-1.83469277,2.412413242,0.379752395,2.715730511,1.5,1.08
Ir3M-W,-1.541144,11.22635611,10.67382041,10.90676248,10.2005458,11.09067822,-2.11,6.63,9.1,1.57,2.2,2.24682619,0.771588462,-2.110989949,2.484257851,0.282795703,2.591665326,1.5,1.08
Ir3M-Re,-1.447916,11.15416493,10.65258606,10.50112202,10.16409144,10.71494285,-2.11,6.63,9.1,1.57,2.2,2.105338619,0.768648554,-2.239592708,2.518071075,0.224829698,2.542789347,1.5,1.08
Ir3M-Os,-1.608018,10.22580896,10.624019,10.05493343,10.10322221,10.32324732,-2.11,6.63,9.1,1.57,2.2,2.2,0.770074919,-2.2068249,2.476140865,0.156936257,2.55311774,1.5,1.08
Ir3M-Pt,-1.956184,8.589519831,10.58670339,9.553932958,10.03165671,9.86543915,-2.11,6.63,9.1,1.57,2.2,2.223700689,0.769917482,-1.958488935,2.31679721,0.013913118,2.732763171,1.5,1.08
Ir3M-Au,-1.998453,8.447166696,10.61673799,9.514889286,10.08498554,9.798167944,-2.11,6.63,9.1,1.57,2.2,2.296920647,0.775684108,-1.792757509,2.220130968,-0.022955187,2.912822084,1.5,1.08
Ir3M-Bi,-1.794044,12.10930219,10.77313341,7.117520066,10.34749851,7.310778043,-2.11,6.63,9.1,1.57,2.2,2.144377726,0.799275113,-1.752518356,2.180020421,-0.322187727,4.783200279,1.5,1.08
Ag3M-Bi-Sc,-0.747343,2.820693811,10.54528653,6.052962875,9.949895394,6.412270155,1.5,3.84,6.56,0.19,1.36,1.863611874,0.145470429,0.711350261,1.646496988,-1.385793659,7.625156282,1.81,1.24
Ag3M-Bi-Ti,-1.181179,3.814059082,10.63572608,7.452212594,10.08203582,7.785556091,1.5,4.63,6.83,0.08,1.54,1.886920706,0.223325232,0.837948565,1.643170369,-0.923779807,6.270222047,1.61,1.08
Ag3M-Bi-V,-1.301766,5.30214383,10.61045295,8.519400359,10.06306246,8.833886865,1.06,4.88,6.75,0.53,1.63,1.897668456,0.372651331,0.882000144,1.913883488,-0.647345176,4.019316274,1.49,0.98
Ag3M-Bi-Cr,-0.93883,6.241672503,10.55761699,9.492982282,9.979415093,9.828714916,0.16,5.27,6.77,0.67,1.66,1.901132503,0.484145829,0.689299095,2.247559543,-0.236671627,2.457562718,1.42,0.9
Ag3M-Bi-Mn,-0.742196,5.370052062,10.5217498,10.047001,9.923639884,10.39983299,0.07,5.45,7.43,0,1.55,1.888142413,0.521884548,-1.232164319,2.434956199,0.140354126,1.778007835,1.43,0.86
Ag3M-Bi-Co,-1.80902,8.854560246,10.77299557,12.70917438,10.33997655,12.84814933,-1.17,5.76,7.88,0.66,1.88,1.924940735,0.767402805,-0.998202339,1.407886535,-0.136476121,4.932671362,1.39,0.76
Ag3M-Bi-Ni,-1.775383,11.19199478,10.85425727,14.27855254,10.47647534,14.30852403,-1.29,5.77,7.64,1.16,1.91,1.927990612,0.895283771,-0.613679157,1.045198446,-0.842813314,12.34300518,1.38,0.71
Ag3M-Bi-Cu,-0.511447,12.51016292,10.80848462,15.35366388,10.39849033,15.4072284,-2.67,5.3,7.73,1.24,1.9,1.926978807,0.977983708,-2.07573724,0.908767035,0.137508256,14.88419685,1.41,0.67
Ag3M-Bi-Y,-0.578486,1.969134337,10.51184969,4.342065567,9.887047166,4.716954237,1.95,3.42,6.22,0.31,1.22,1.843476311,0.155970379,1.037647324,2.04105463,-1.165639486,5.247771965,1.99,1.58
Ag3M-Bi-Zr,-1.136219,3.279610478,10.76125074,5.338918789,10.26956503,5.661108158,1.95,4.35,6.63,0.43,1.33,1.859459579,0.260073978,0.40255311,2.001386584,-0.993428489,4.981017257,1.77,1.41
Ag3M-Bi-Nb,-1.535984,4.093010024,10.71674113,6.021455705,10.21254725,6.336847383,1.41,4.69,6.76,0.9,1.6,1.894146546,0.410367753,0.200644156,2.035150415,-0.820296369,4.298648314,1.62,1.28
Ag3M-Bi-Mo,-1.583307,4.960848932,10.62802186,6.445183846,10.07639399,6.780662143,0.35,5.09,7.09,0.75,2.16,1.951852311,0.496041069,-0.110206172,2.059515771,-0.472149117,3.471238874,1.55,1.2
Ag3M-Bi-Ru,-2.28958,6.836990249,10.6766009,7.854618747,10.16980719,8.143846906,-1.41,5.73,7.36,1.05,2.2,1.95543708,0.738879643,-0.812187023,1.666510962,-0.483117603,4.6963249,1.48,1.05
Ag3M-Bi-Rh,-2.104443,8.956101835,10.72852912,8.650185408,10.26652716,8.890131025,-1.73,5.91,7.46,1.14,2.28,1.962434014,0.82690144,-0.735003249,1.470988591,-0.453161427,6.017242133,1.49,0.99
Ag3M-Bi-Pd,-1.193556,14.1140722,10.67162007,9.177130151,10.17085057,9.44348082,-1.83,5.9,8.34,0.56,2.2,1.95543708,0.937214334,-1.544110656,1.307087734,-0.127533374,6.790529673,1.52,0.94
Ag3M-Bi-Os,-2.960816,6.622118361,10.78852448,7.289456615,10.35771011,7.532624183,-1.5,6.25,8.7,1.1,2.2,1.95543708,0.708565207,-0.768520861,1.844504094,-0.581487286,4.277200317,1.49,1.13
Ag3M-Bi-Ir,-2.610407,8.294839129,10.76979654,7.733323959,10.33201653,7.971006575,-2.11,6.63,9.1,1.57,2.2,1.95543708,0.809995024,-0.901043033,1.683389288,-0.451542883,4.786759256,1.5,1.08
Ag3M-Bi-Pt,-1.66402,10.57389367,10.69519661,8.012342697,10.21158224,8.278637691,-2.25,6.74,9,2.13,2.28,1.962434014,0.909930636,-1.51550997,1.513225513,-0.066732769,5.379168507,1.53,1.04
Ag3M-Bi-Au,-0.047003,11.55805169,10.5,7.975000209,9.891905336,8.33657546,-3.56,6.01,9.23,2.31,2.54,1.98374091,0.970527725,-3.466710293,1.313996341,1.495299265,10.0981668,1.59,1.01
Au3M-Bi-Sc,-0.639037,2.298699834,10.62265308,7.30503518,10.05625175,7.649353649,1.5,3.84,6.56,0.19,1.36,2.386185684,0.151381804,0.700991422,1.922335001,-1.520557484,6.434759664,1.81,1.24
Au3M-Bi-Ti,-1.0298,3.105752302,10.69898719,8.979093783,10.16738253,9.291611691,1.5,4.63,6.83,0.08,1.54,2.416030525,0.229226122,0.718826001,1.809871906,-1.108952717,6.051544806,1.61,1.08
Au3M-Bi-Cr,-0.887863,5.08235007,10.64997483,11.55956903,10.1150085,11.84464007,0.16,5.27,6.77,0.67,1.66,2.43422744,0.482052103,0.721163903,2.3781887,-0.364744927,2.65605319,1.42,0.9
Au3M-Bi-Mn,-0.49658,4.221298307,10.54073056,12.04178148,9.940870778,12.39963066,0.07,5.45,7.43,0,1.55,2.417594811,0.522595361,-1.147283151,2.531234297,0.071123819,1.753878368,1.43,0.86
Au3M-Bi-Co,-1.545199,7.352358851,10.83255031,15.43479159,10.43557658,15.46658275,-1.17,5.76,7.88,0.66,1.88,2.464711718,0.770121819,-1.096320759,1.533745234,-0.253254495,4.555456476,1.39,0.76
Au3M-Bi-Ni,-1.509132,8.970566583,10.79871248,16.91930649,10.38341485,16.94585744,-1.29,5.77,7.64,1.16,1.91,2.468616808,0.884497977,-0.729314377,1.174218147,-0.838441818,9.620863707,1.38,0.71
Au3M-Bi-Zr,-1.033609,2.579410957,10.7848419,6.331762133,10.28227783,6.656685573,1.95,4.35,6.63,0.43,1.33,2.380869048,0.255726531,0.339859935,2.354623569,-0.992073998,4.127392077,1.77,1.41
Au3M-Bi-Nb,-1.381039,3.300130822,10.79740031,7.258397655,10.3227804,7.54842169,1.41,4.69,6.76,0.9,1.6,2.425282557,0.38940293,0.095356066,2.335627164,-0.854722329,3.805568664,1.62,1.28
Au3M-Bi-Mo,-1.440251,4.005285657,10.70053769,7.799359075,10.19458192,8.093517626,0.35,5.09,7.09,0.75,2.16,2.499169546,0.492444823,-0.248841988,2.29719644,-0.567128158,3.311904419,1.55,1.2
Au3M-Bi-Ru,-2.168501,5.418011312,10.63907333,9.320052777,10.12033616,9.599601793,-1.41,5.73,7.36,1.05,2.2,2.503759517,0.708216928,-0.906208301,1.875417656,-0.491120063,4.054659803,1.48,1.05
